property_id,serial_number,mac_address,ip_address,name,type,room,building,community,jack,,
A016523,BN0015447,000B868150BF,10.151.169.35,slo-rw171e-e205-b,2.4,E205-B,Estrella,Poly Canyon Village,W,,
A016524,BN0015459,000B868150FB,10.151.169.36,slo-rw171e-e205-am,AM,E205-D,Estrella,Poly Canyon Village,W,,
A016525,BN0015460,000B86815100,10.151.168.8,slo-rw171e-e206-l,5,E206-L,Estrella,Poly Canyon Village,W,,
A016526,BN0015423,000B86815047,10.151.169.37,slo-rw171e-e206-am,AM,E206-A,Estrella,Poly Canyon Village,W,,
A016527,BN0015461,000B86815105,10.151.169.38,slo-rw171e-e206-c,2.4,E206-C,Estrella,Poly Canyon Village,W,,
A016528,BN0015454,000B868150E2,10.151.169.39,slo-rw171e-e207-l,5,E207-L,Estrella,Poly Canyon Village,W,,
A016529,BN0015457,000B868150F1,10.151.169.40,slo-rw171e-e207-b,2.4,E207-B,Estrella,Poly Canyon Village,W,,
A016530,BN0015439,000B86815097,10.151.169.41,slo-rw171e-e208-l,5,E208-L,Estrella,Poly Canyon Village,W,,
A016531,BN0015455,000B868150E7,10.151.169.42,slo-rw171e-e208-c,2.4,E208-C,Estrella,Poly Canyon Village,W,,
A016532,BN0015458,000B868150F6,10.151.168.9,slo-rw171e-e209-l,5,E209-L,Estrella,Poly Canyon Village,W,,
A016533,BN0015427,000B8681505B,10.151.169.43,slo-rw171e-e209-b,2.4,E209-B,Estrella,Poly Canyon Village,W,,
A016534,BN0015440,000B8681509C,10.151.169.44,slo-rw171e-e209-am,AM,E209-D,Estrella,Poly Canyon Village,W,,
A016535,BN0015465,000B86815119,10.151.169.45,slo-rw171e-e210-b,5,E210-B,Estrella,Poly Canyon Village,W,,
A016536,BN0015463,000B8681510F,10.151.169.46,slo-rw171e-e210-c,2.4,E210-C,Estrella,Poly Canyon Village,W,,
A016537,BN0015429,000B86815065,10.151.170.10,slo-rw171e-e211-l,5,E211-L,Estrella,Poly Canyon Village,W,,
A016538,BN0015469,000B8681512D,10.151.170.11,slo-rw171e-e211-am,AM,E211-A,Estrella,Poly Canyon Village,W,,
A016539,BN0015464,000B86815114,10.151.170.12,slo-rw171e-e211-c,2.4,E211-C,Estrella,Poly Canyon Village,W,,
A016540,BN0015431,000B8681506F,10.151.170.13,slo-rw171e-e212-l,5,E212-L,Estrella,Poly Canyon Village,W,,
A016541,BN0015425,000B86815051,10.151.170.14,slo-rw171e-e212-b,2.4,E212-B,Estrella,Poly Canyon Village,W,,
A016542,BN0015437,000B8681508D,10.151.170.15,slo-rw171e-e213-l,5,E213-L,Estrella,Poly Canyon Village,W,,
A016543,BN0015478,000B8681515A,10.151.170.16,slo-rw171e-e213-b,2.4,E213-B,Estrella,Poly Canyon Village,W,,
A016544,BN0015474,000B86815146,10.151.170.17,slo-rw171e-e214-l,5,E214-L,Estrella,Poly Canyon Village,W,,
A016545,BN0015494,000B868151AA,10.151.170.18,slo-rw171e-e214-am,AM,E214-A,Estrella,Poly Canyon Village,W,,
A016546,BN0015498,000B868151BE,10.151.170.19,slo-rw171e-e214-c,2.4,E214-C,Estrella,Poly Canyon Village,W,,
A016547,BN0015511,000B868151FF,10.151.170.20,slo-rw171e-e215-b,5,E215-B,Estrella,Poly Canyon Village,W,,
A016548,BN0015477,000B86815155,10.151.170.21,slo-rw171e-e215-c,2.4,E215-C,Estrella,Poly Canyon Village,W,,
A016549,BN0015503,000B868151D7,10.151.169.47,slo-rw171e-e219-sr,2.4,E219,Estrella,Poly Canyon Village,W,,
A016550,BN0015489,000B86815191,10.151.169.48,slo-rw171e-e301-b,5,E301-B,Estrella,Poly Canyon Village,W,,
A016551,BN0015445,000B868150B5,10.151.169.49,slo-rw171e-e301-c,2.4,E301-C,Estrella,Poly Canyon Village,W,,
A016552,BN0015517,000B8681521D,10.151.169.50,slo-rw171e-e302-l,5,E302-L,Estrella,Poly Canyon Village,W,,
A016553,BN0015442,000B868150A6,10.151.169.51,slo-rw171e-e302-b,2.4,E302-B,Estrella,Poly Canyon Village,W,,
A016554,BN0015505,000B868151E1,10.151.168.10,slo-rw171e-e303-l,5,E303-L,Estrella,Poly Canyon Village,W,,
A016555,BN0015508,000B868151F0,10.151.168.11,slo-rw171e-e303-c,2.4,E303-C,Estrella,Poly Canyon Village,W,,
A016556,BN0015502,000B868151D2,10.151.168.12,slo-rw171e-e304-l,5,E304-L,Estrella,Poly Canyon Village,W,,
A016557,BN0015500,000B868151C8,10.151.169.52,slo-rw171e-e304-c,2.4,E304-C,Estrella,Poly Canyon Village,W,,
A016558,BN0015430,000B8681506A,10.151.168.13,slo-rw171e-e305-l,5,E305-L,Estrella,Poly Canyon Village,W,,
A016559,BN0015506,000B868151E6,10.151.169.53,slo-rw171e-e305-b,2.4,E305-B,Estrella,Poly Canyon Village,W,,
A016560,BN0015495,000B868151AF,10.151.169.54,slo-rw171e-e305-am,AM,E305-D,Estrella,Poly Canyon Village,W,,
A016561,BN0015496,000B868151B4,10.151.168.14,slo-rw171e-e306-l,5,E306-L,Estrella,Poly Canyon Village,W,,
A016562,BN0015421,000B8681503D,10.151.169.55,slo-rw171e-e306-am,AM,E306-A,Estrella,Poly Canyon Village,W,,
A016563,BN0016294,000B8681614A,10.151.169.56,slo-rw171e-e306-c,2.4,E306-C,Estrella,Poly Canyon Village,W,,
A016564,BN0016341,000B86816235,10.151.168.15,slo-rw171e-e307-l,5,E307-L,Estrella,Poly Canyon Village,W,,
A016565,BN0016342,000B8681623A,10.151.169.57,slo-rw171e-e307-b,2.4,E307-B,Estrella,Poly Canyon Village,W,,
A016566,BN0016420,000B868163C0,10.151.169.58,slo-rw171e-308-l,5,E308-L,Estrella,Poly Canyon Village,W,,
A016567,BN0016408,000B86816384,10.151.169.59,slo-rw171e-e308-c,2.4,E308-C,Estrella,Poly Canyon Village,W,,
A016568,BN0016415,000B868163A7,10.151.168.16,slo-rw171e-e309-l,5,E309-L,Estrella,Poly Canyon Village,W,,
A016569,BN0016371,000B868162CB,10.151.169.60,slo-rw171e-e309-b,2.4,E309-B,Estrella,Poly Canyon Village,W,,
A016570,BN0016409,000B86816389,10.151.169.61,slo-rw171e-e309-am,AM,E309-D,Estrella,Poly Canyon Village,W,,
A016571,BN0016410,000B8681638E,10.151.168.17,slo-rw171e-e310-b,5,E310-B,Estrella,Poly Canyon Village,W,,
A016572,BN0016429,000B868163ED,10.151.169.62,slo-rw171e-e310-c,2.4,E310-C,Estrella,Poly Canyon Village,W,,
A016573,BN0016355,000B8681627B,10.151.170.22,slo-rw171e-e311-l,5,E311-L,Estrella,Poly Canyon Village,W,,
A016574,BN0016478,000B868164E2,10.151.170.23,slo-rw171e-e311-am,AM,E311-A,Estrella,Poly Canyon Village,W,,
A016575,BN0016313,000B868161A9,10.151.170.24,slo-rw171e-e311-c,2.4,E311-C,Estrella,Poly Canyon Village,W,,
A016576,BN0016110,000B86815DB2,10.151.170.25,slo-rw171e-e312-l,5,E312-L,Estrella,Poly Canyon Village,W,,
A016577,BN0016054,000B86815C9A,10.151.170.26,slo-rw171e-e312-b,2.4,E312-B,Estrella,Poly Canyon Village,W,,
A016578,BN0016338,000B86816226,10.151.170.27,slo-rw171e-e313-l,5,E313-L,Estrella,Poly Canyon Village,W,,
A016579,BN0016348,000B86816258,10.151.170.28,slo-rw171e-e313-b,2.4,E313-B,Estrella,Poly Canyon Village,W,,
A016580,BN0016477,000B868164DD,10.151.170.29,slo-rw171e-e314-l,5,E314-L,Estrella,Poly Canyon Village,W,,
A016581,BN0016058,000B86815CAE,10.151.170.30,slo-rw171e-e314-am,AM,E314-A,Estrella,Poly Canyon Village,W,,
A016582,BN0016454,000B8681646A,10.151.170.31,slo-rw171e-e314-c,2.4,E314-C,Estrella,Poly Canyon Village,W,,
A016583,BN0016479,000B868164E7,10.151.170.32,slo-rw171e-e315-b,5,E315-B,Estrella,Poly Canyon Village,W,,
A016584,BN0016185,000B86815F29,10.151.170.33,slo-rw171e-e315-c,2.4,E315-C,Estrella,Poly Canyon Village,W,,
A016585,BN0016397,000B8681634D,10.151.168.18,slo-rw171e-e319-sr,2.4,E319,Estrella,Poly Canyon Village,W,,
A016586,BN0016392,000B86816334,10.151.169.63,slo-rw171e-e401-b,5,E401-B,Estrella,Poly Canyon Village,W,,
A016587,BN0016376,000B868162E4,10.151.168.19,slo-rw171e-e401-c,2.4,E401-C,Estrella,Poly Canyon Village,W,,
A016588,BN0016357,000B86816285,10.151.169.64,slo-rw171e-e402-l,5,E402-L,Estrella,Poly Canyon Village,W,,
A016589,BN0016080,000B86815D1C,10.151.169.65,slo-rw171e-e402-b,2.4,E402-B,Estrella,Poly Canyon Village,W,,
A016590,BN0016328,000B868161F4,10.151.168.20,slo-rw171e-e403-l,5,E403-L,Estrella,Poly Canyon Village,W,,
A016591,BN0016464,000B8681649C,10.151.169.66,slo-rw171e-e403-c,2.4,E403-C,Estrella,Poly Canyon Village,W,,
A016592,BN0016339,000B8681622B,10.151.169.67,slo-rw171e-e404-l,5,E404-L,Estrella,Poly Canyon Village,W,,
A016593,BN0016843,000B86816C03,10.151.169.68,slo-rw171e-e404-c,2.4,E404-C,Estrella,Poly Canyon Village,W,,
A016594,BN0016812,000B86816B68,10.151.169.69,slo-rw171e-e405-l,5,E405-L,Estrella,Poly Canyon Village,W,,
A016595,BN0016830,000B86816BC2,10.151.169.70,slo-rw171e-e405-b,2.4,E405-B,Estrella,Poly Canyon Village,W,,
A016596,BN0016670,000B868168A2,10.151.169.71,slo-rw171e-e405-am,AM,E405-D,Estrella,Poly Canyon Village,W,,
A016597,BN0016828,000B86816BB8,10.151.169.72,slo-rw171e-e406-l,5,E406-L,Estrella,Poly Canyon Village,W,,
A016598,BN0016885,000B86816CD5,10.151.168.21,slo-rw171e-e406-am,AM,E406-A,Estrella,Poly Canyon Village,W,,
A016599,BN0016889,000B86816CE9,10.151.169.73,slo-rw171e-406-c,2.4,E406-C,Estrella,Poly Canyon Village,W,,
A016600,BN0016894,000B86816D02,10.151.169.74,slo-rw171e-e407-l,5,E407-L,Estrella,Poly Canyon Village,W,,
A016601,BN0016679,000B868168CF,10.151.169.75,slo-rw171e-407-b,2.4,E407-B,Estrella,Poly Canyon Village,W,,
A016602,BN0016879,000B86816CB7,10.151.168.22,slo-rw171e-e408-l,5,E408-L,Estrella,Poly Canyon Village,W,,
A016603,BN0016768,000B86816A8C,10.151.169.76,slo-rw171e-e408-c,2.4,E408-C,Estrella,Poly Canyon Village,W,,
A016604,BN0016442,000B8681642E,10.151.169.77,slo-rw171e-409-l,5,E409-L,Estrella,Poly Canyon Village,W,,
A016605,BN0016211,000B86815FAB,10.151.169.78,slo-rw171e-409-b,2.4,E409-B,Estrella,Poly Canyon Village,W,,
A016606,BN0016244,000B86816050,10.151.169.79,slo-rw171e-e409-am,AM,E409-D,Estrella,Poly Canyon Village,W,,
A016607,BN0016254,000B86816082,10.151.169.80,slo-rw171e-410-b,5,E410-B,Estrella,Poly Canyon Village,W,,
A016608,BN0016640,000B8681680C,10.151.169.81,slo-rw171e-e410-c,2.4,E410-C,Estrella,Poly Canyon Village,W,,
A016609,BN0016615,000B8681678F,10.151.170.34,slo-rw171e-e411-l,5,E411-L,Estrella,Poly Canyon Village,W,,
A016610,BN0016587,000B86816703,10.151.170.35,slo-rw171e-e411-am,AM,E411-A,Estrella,Poly Canyon Village,W,,
A016611,BN0016668,000B86816898,10.151.170.36,slo-rw171e-e411-c,2.4,E411-C,Estrella,Poly Canyon Village,W,,
A016612,BN0016672,000B868168AC,10.151.170.37,slo-rw171e-e412-l,5,E412-L,Estrella,Poly Canyon Village,W,,
A016613,BN0016862,000B86816C62,10.151.170.38,slo-rw171e-e412-b,2.4,E412-B,Estrella,Poly Canyon Village,W,,
A016614,BN0016671,000B868168A7,10.151.170.39,slo-rw171e-e413-l,5,E413-L,Estrella,Poly Canyon Village,W,,
A016615,BN0016856,000B86816C44,10.151.170.40,slo-rw171e-e413-b,2.4,E413-B,Estrella,Poly Canyon Village,W,,
A016616,BN0016882,000B86816CC6,10.151.170.41,slo-rw171e-e414-l,5,E414-L,Estrella,Poly Canyon Village,W,,
A016617,BN0016881,000B86816CC1,10.151.170.42,slo-rw171e-e414-am,AM,E414-A,Estrella,Poly Canyon Village,W,,
A016618,BN0016816,000B86816B7C,10.151.170.43,slo-rw171e-e414-c,2.4,E414-C,Estrella,Poly Canyon Village,W,,
A016619,BN0016842,000B86816BFE,10.151.170.44,slo-rw171e-e415-b,5,E415-B,Estrella,Poly Canyon Village,W,,
A016620,BN0016878,000B86816CB2,10.151.170.45,slo-rw171e-e415-c,2.4,E415-C,Estrella,Poly Canyon Village,W,,
A016621,BN0016796,000B86816B18,10.151.168.23,slo-rw171e-e419-sr,2.4,E419,Estrella,Poly Canyon Village,W,,
A016622,BN0016863,000B86816C67,10.151.168.24,slo-rw171e-e501-b,5,E501-B,Estrella,Poly Canyon Village,W,,
A016623,BN0016919,000B86816D7F,10.151.169.82,slo-rw171e-e501-c,2.4,E501-C,Estrella,Poly Canyon Village,W,,
A016624,BN0016896,000B86816D0C,10.151.169.83,slo-rw171e-e502-l,5,E502-L,Estrella,Poly Canyon Village,W,,
A016625,BN0016904,000B86816D34,10.151.169.84,slo-rw171e-e502-b,2.4,E502-B,Estrella,Poly Canyon Village,W,,
A016626,BN0016915,000B86816D6B,10.151.168.25,slo-rw171e-e503-l,5,E503-L,Estrella,Poly Canyon Village,W,,
A016627,BN0016912,000B86816D5C,10.151.169.85,slo-rw171e-e503-c,2.4,E503-C,Estrella,Poly Canyon Village,W,,
A016628,BN0016907,000B86816D43,10.151.168.26,slo-rw171e-e504-l,5,E504-L,Estrella,Poly Canyon Village,W,,
A016629,BN0016920,000B86816D84,10.151.169.86,slo-rw171e-e504-c,2.4,E504-C,Estrella,Poly Canyon Village,W,,
A016630,BN0016898,000B86816D16,10.151.168.27,slo-rw171e-e505-l,5,E505-L,Estrella,Poly Canyon Village,W,,
A016631,BN0016307,000B8681618B,10.151.169.87,slo-rw171e-e505-b,2.4,E505-B,Estrella,Poly Canyon Village,W,,
A016632,BN0016934,000B86816DCA,10.151.169.88,slo-rw171e-e505-am,AM,E505-D,Estrella,Poly Canyon Village,W,,
A016633,BN0017006,000B86816F32,10.151.169.89,slo-rw171e-e506-l,5,E506-L,Estrella,Poly Canyon Village,W,,
A016634,BN0016386,000B86816316,10.151.169.90,slo-rw171e-e506-am,AM,E506-A,Estrella,Poly Canyon Village,W,,
A016635,BN0016805,000B86816B45,10.151.169.91,slo-rw171e-e506-c,2.4,E506-C,Estrella,Poly Canyon Village,W,,
A016636,BN0016823,000B86816B9F,10.151.168.28,slo-rw171e-e507-l,5,E507-L,Estrella,Poly Canyon Village,W,,
A016637,BN0016835,000B86816BDB,10.151.169.92,slo-rw171e-e507-b,2.4,E507-B,Estrella,Poly Canyon Village,W,,
A016638,BN0017001,000B86816F19,10.151.168.29,slo-rw171e-e508-l,5,E508-L,Estrella,Poly Canyon Village,W,,
A016639,BN0016779,000B86816AC3,10.151.169.93,slo-rw171e-e508-c,2.4,E508-C,Estrella,Poly Canyon Village,W,,
A016640,BN0016837,000B86816BE5,10.151.169.94,slo-rw171e-e509-l,5,E509-L,Estrella,Poly Canyon Village,W,,
A016641,BN0016788,000B86816AF0,10.151.169.95,slo-rw171e-e509-b,2.4,E509-B,Estrella,Poly Canyon Village,W,,
A016642,BN0016798,000B86816B22,10.151.169.96,slo-rw171e-e509-am,AM,E509-D,Estrella,Poly Canyon Village,W,,
A016926,BN0012313,000B86811389,10.151.169.97,slo-rw171e-e510-b,5,E510-B,Estrella,Poly Canyon Village,W,,
A016644,BN0016527,000B868165D7,10.151.169.98,slo-rw171e-e510-c,2.4,E510-C,Estrella,Poly Canyon Village,W,,
A016645,BN0016641,000B86816811,10.151.170.46,slo-rw171e-e511-l,5,E511-L,Estrella,Poly Canyon Village,W,,
A016646,BN0016676,000B868168C0,10.151.170.47,slo-rw171e-e511-am,AM,E511-A,Estrella,Poly Canyon Village,W,,
A016647,BN0016560,000B8681667C,10.151.170.48,slo-rw171e-e511-c,2.4,E511-C,Estrella,Poly Canyon Village,W,,
A016648,BN0016533,000B868165F5,10.151.170.49,slo-rw171e-e512-l,5,E512-L,Estrella,Poly Canyon Village,W,,
A016649,BN0016494,000B86816532,10.151.170.50,slo-rw171e-e512-b,2.4,E512-B,Estrella,Poly Canyon Village,W,,
A016650,BN0016597,000B86816735,10.151.170.51,slo-rw171e-e513-l,5,E513-L,Estrella,Poly Canyon Village,W,,
A016651,BN0016453,000B86816465,10.151.170.52,slo-rw171e-e513-b,2.4,E513-B,Estrella,Poly Canyon Village,W,,
A016652,BN0016519,000B868165AF,10.151.170.53,slo-rw171e-e514-l,5,E514-L,Estrella,Poly Canyon Village,W,,
A016653,BN0016939,000B86816DE3,10.151.170.54,slo-rw171e-e514-am,AM,E514-A,Estrella,Poly Canyon Village,W,,
A016654,BN0016751,000B86816A37,10.151.170.55,slo-rw171e-e514-c,2.4,E514-C,Estrella,Poly Canyon Village,W,,
A016655,BN0016764,000B86816A78,10.151.170.56,slo-rw171e-e515-b,5,E515-B,Estrella,Poly Canyon Village,W,,
A016656,BN0016757,000B86816A55,10.151.170.57,slo-rw171e-e515-c,2.4,E515-C,Estrella,Poly Canyon Village,W,,
A016657,BN0016694,000B8681691A,10.151.168.30,slo-rw171e-e519-sr,2.4,E519,Estrella,Poly Canyon Village,W,,
A016678,BN0016333,000B8681620D,10.151.174.1,slo-rw171f-f001-b,2.4,F001-B,Foxen,Poly Canyon Village,W,,
A016679,BN0016337,000B86816221,10.151.173.1,slo-rw171f-f001-c,5,F001-C,Foxen,Poly Canyon Village,W,,
A016680,BN0016085,000B86815D35,10.151.173.2,slo-rw171f-f002-l,5,F002-L,Foxen,Poly Canyon Village,W,,
A016681,BN0016330,000B868161FE,10.151.174.2,slo-rw171f-f002-c,2.4,F002-C,Foxen,Poly Canyon Village,W,,
A016682,BN0016316,000B868161B8,10.151.174.3,slo-rw171f-f003-l,5,F003-L,Foxen,Poly Canyon Village,W,,
A016683,BN0016336,000B8681621C,10.151.174.4,slo-rw171f-f003-am,AM,F003-A,Foxen,Poly Canyon Village,W,,
A016684,BN0016318,000B868161C2,10.151.174.5,slo-rw171f-f003-c,2.4,F003-C,Foxen,Poly Canyon Village,W,,
A016685,BN0016331,000B86816203,10.151.174.6,slo-rw171f-f004-l,5,F004-L,Foxen,Poly Canyon Village,W,,
A016686,BN0016152,000B86815E84,10.151.174.7,slo-rw171f-f004-b,2.4,F004-B,Foxen,Poly Canyon Village,W,,
A016687,BN0016164,000B86815EC0,10.151.173.3,slo-rw171f-f005-l,5,F005-L,Foxen,Poly Canyon Village,W,,
A016688,BN0016360,000B86816294,10.151.174.8,slo-rw171f-f005-b,2.4,F005-B,Foxen,Poly Canyon Village,W,,
A016689,BN0016174,000B86815EF2,10.151.174.9,slo-rw171f-f008-l,5,F008-L,Foxen,Poly Canyon Village,W,,
A016690,BN0016088,000B86815D44,10.151.174.10,slo-rw171f-f008-b,2.4,F008-B,Foxen,Poly Canyon Village,W,,
A016691,BN0016335,000B86816217,10.151.174.11,slo-rw171f-f009-l,5,F009-L,Foxen,Poly Canyon Village,W,,
A016692,BN0016322,000B868161D6,10.151.174.12,slo-rw171f-f009-b,2.4,F009-B,Foxen,Poly Canyon Village,W,,
A016693,BN0016368,000B868162BC,10.151.174.13,slo-rw171f-f010-l,5,F010-L,Foxen,Poly Canyon Village,W,,
A016694,BN0016084,000B86815D30,10.151.173.4,slo-rw171f-f010-b,2.4,F010-B,Foxen,Poly Canyon Village,W,,
A016695,BN0016032,000B86815C2C,10.151.174.14,slo-rw171f-f010-am,AM,F010-D,Foxen,Poly Canyon Village,W,,
A016696,BN0016317,000B868161BD,10.151.174.15,slo-rw171f-f011-b,5,F011-B,Foxen,Poly Canyon Village,W,,
A016697,BN0016364,000B868162A8,10.151.174.16,slo-rw171f-f011-c,2.4,F011-C,Foxen,Poly Canyon Village,W,,
A016699,BN0016436,000B86816410,10.151.174.17,slo-rw171f-f101-b,2.4,F101-B,Foxen,Poly Canyon Village,W,,
A016700,BN0016352,000B8681626C,10.151.174.18,slo-rw171f-f101-c,5,F101-C,Foxen,Poly Canyon Village,W,,
A016701,BN0016434,000B86816406,10.151.174.19,slo-rw171f-f102-l,5,F102-L,Foxen,Poly Canyon Village,W,,
A016702,BN0016441,000B86816429,10.151.174.20,slo-rw171f-f102-c,2.4,F102-C,Foxen,Poly Canyon Village,W,,
A016703,BN0016407,000B8681637F,10.151.174.21,slo-rw171f-f103-l,5,F103-L,Foxen,Poly Canyon Village,W,,
A016704,BN0016320,000B868161CC,10.151.174.22,slo-rw171f-f103-am,AM,F103-A,Foxen,Poly Canyon Village,W,,
A016705,BN0016356,000B86816280,10.151.174.23,slo-rw171f-f103-c,2.4,F103-C,Foxen,Poly Canyon Village,W,,
A016706,BN0016437,000B86816415,10.151.174.24,slo-rw171f-f104-l,5,F104-L,Foxen,Poly Canyon Village,W,,
A016707,BN0016447,000B86816447,10.151.173.5,slo-rw171f-f104-b,2.4,F104-B,Foxen,Poly Canyon Village,W,,
A016708,BN0016443,000B86816433,10.151.174.25,slo-rw171f-f105-l,5,F105-L,Foxen,Poly Canyon Village,W,,
A016709,BN0016083,000B86815D2B,10.151.174.26,slo-rw171f-f105-b,2.4,F105-B,Foxen,Poly Canyon Village,W,,
A016710,BN0016109,000B86815DAD,10.151.174.27,slo-rw171f-f106-l,5,F106-L,Foxen,Poly Canyon Village,W,,
A016711,BN0016171,000B86815EE3,10.151.174.28,slo-rw171f-f106-b,2.4,F106-B,Foxen,Poly Canyon Village,W,,
A016712,BN0016158,000B86815EA2,10.151.174.29,slo-rw171f-f107-l,5,F107-L,Foxen,Poly Canyon Village,W,,
A016713,BN0016117,000B86815DD5,10.151.174.30,slo-rw171f-f107-am,AM,F107-A,Foxen,Poly Canyon Village,W,,
A016714,BN0016097,000B86815D71,10.151.174.31,slo-rw171f-f107-c,2.4,F107-C,Foxen,Poly Canyon Village,W,,
A016715,BN0016198,000B86815F6A,10.151.173.6,slo-rw171f-f108-l,5,F108-L,Foxen,Poly Canyon Village,W,,
A016716,BN0016153,000B86815E89,10.151.174.32,slo-rw171f-f108-c,2.4,F108-C,Foxen,Poly Canyon Village,W,,
A016717,BN0016196,000B86815F60,10.151.173.7,slo-rw171f-f109-l,5,F109-L,Foxen,Poly Canyon Village,W,,
A016718,BN0016192,000B86815F4C,10.151.174.33,slo-rw171f-f109-b,2.4,F109-B,Foxen,Poly Canyon Village,W,,
A016719,BN0016243,000B8681604B,10.151.174.34,slo-rw171f-f110-l,5,F110-L,Foxen,Poly Canyon Village,W,,
A016720,BN0016240,000B8681603C,10.151.174.35,slo-rw171f-f110-b,2.4,F110-B,Foxen,Poly Canyon Village,W,,
A016721,BN0016246,000B8681605A,10.151.174.36,slo-rw171f-f110-am,AM,F110-D,Foxen,Poly Canyon Village,W,,
A016722,BN0016027,000B86815C13,10.151.174.37,slo-rw171f-f111-b,5,F111-B,Foxen,Poly Canyon Village,W,,
A016723,BN0016181,000B86815F15,10.151.174.38,slo-rw171f-f111-c,2.4,F111-C,Foxen,Poly Canyon Village,W,,
A016724,BN0016184,000B86815F24,10.151.173.8,slo-rw171f-f117-lr,2.4,F117,Foxen,Poly Canyon Village,W,,
A016725,BN0016227,000B86815FFB,10.151.174.39,slo-rw171f-f201-b,2.4,F201-B,Foxen,Poly Canyon Village,W,,
A016726,BN0016223,000B86815FE7,10.151.174.40,slo-rw171f-f201-c,5,F201-C,Foxen,Poly Canyon Village,W,,
A016727,BN0016166,000B86815ECA,10.151.174.41,slo-rw171f-f202-l,5,F202-L,Foxen,Poly Canyon Village,W,,
A016728,BN0016173,000B86815EED,10.151.174.42,slo-rw171f-f202-c,2.4,F202-C,Foxen,Poly Canyon Village,W,,
A016729,BN0016115,000B86815DCB,10.151.173.9,slo-rw171f-f203-l,5,F203-L,Foxen,Poly Canyon Village,W,,
A016730,BN0016163,000B86815EBB,10.151.174.43,slo-rw171f-f203-am,AM,F203-A,Foxen,Poly Canyon Village,W,,
A016731,BN0016162,000B86815EB6,10.151.174.44,slo-rw171f-f203-c,2.4,F203-C,Foxen,Poly Canyon Village,W,,
A016732,BN0016100,000B86815D80,10.151.174.45,slo-rw171f-f204-l,5,F204-L,Foxen,Poly Canyon Village,W,,
A016733,BN0016136,000B86815E34,10.151.174.46,slo-rw171f-f204-b,2.4,F204-B,Foxen,Poly Canyon Village,W,,
A016734,BN0016082,000B86815D26,10.151.174.47,slo-rw171f-f205-l,5,F205-L,Foxen,Poly Canyon Village,W,,
A016735,BN0016104,000B86815D94,10.151.174.48,slo-rw171f-f205-b,2.4,F205-B,Foxen,Poly Canyon Village,W,,
A016736,BN0016146,000B86815E66,10.151.174.49,slo-rw171f-f206-l,5,F206-L,Foxen,Poly Canyon Village,W,,
A016737,BN0016137,000B86815E39,10.151.174.50,slo-rw171f-f206-b,2.4,F206-B,Foxen,Poly Canyon Village,W,,
A016738,BN0016114,000B86815DC6,10.151.174.51,slo-rw171f-f207-l,5,F207-L,Foxen,Poly Canyon Village,W,,
A016739,BN0016460,000B86816488,10.151.174.52,slo-rw171f-f207-am,AM,F207-A,Foxen,Poly Canyon Village,W,,
A016740,BN0016326,000B868161EA,10.151.174.53,slo-rw171f-f207-c,2.4,F207-C,Foxen,Poly Canyon Village,W,,
A016741,BN0016452,000B86816460,10.151.174.54,slo-rw171f-f208-l,5,F208-L,Foxen,Poly Canyon Village,W,,
A016742,BN0016329,000B868161F9,10.151.174.55,slo-rw171f-f208-c,2.4,F208-C,Foxen,Poly Canyon Village,W,,
A016743,BN0016459,000B86816483,10.151.174.56,slo-rw171f-f209-l,5,F209-L,Foxen,Poly Canyon Village,W,,
A016744,BN0016445,000B8681643D,10.151.174.57,slo-rw171f-f209-b,2.4,F209-B,Foxen,Poly Canyon Village,W,,
A016745,BN0016446,000B86816442,10.151.174.58,slo-rw171f-f210-l,5,F210-L,Foxen,Poly Canyon Village,W,,
A016746,BN0016473,000B868164C9,10.151.173.10,slo-rw171f-f210-b,2.4,F210-B,Foxen,Poly Canyon Village,W,,
A016747,BN0016449,000B86816451,10.151.174.59,slo-rw171f-f210-am,AM,F210-D,Foxen,Poly Canyon Village,W,,
A016748,BN0016334,000B86816212,10.151.173.11,slo-rw171f-f211-b,5,F211-B,Foxen,Poly Canyon Village,W,,
A016749,BN0016113,000B86815DC1,10.151.174.60,slo-rw171f-f211-c,2.4,F211-C,Foxen,Poly Canyon Village,W,,
A016750,BN0016189,000B86815F3D,10.151.173.12,slo-rw171f-f217-sr,2.4,F217,Foxen,Poly Canyon Village,W,,
A016751,BN0016139,000B86815E43,10.151.174.61,slo-rw171f-f301-b,2.4,F301-B,Foxen,Poly Canyon Village,W,,
A016752,BN0016214,000B86815FBA,10.151.174.62,slo-rw171f-f301-c,5,F301-C,Foxen,Poly Canyon Village,W,,
A016753,BN0016234,000B8681601E,10.151.174.63,slo-rw171f-f302-l,5,F302-L,Foxen,Poly Canyon Village,W,,
A016754,BN0016224,000B86815FEC,10.151.174.64,slo-rw171f-f302-c,2.4,F302-C,Foxen,Poly Canyon Village,W,,
A016755,BN0016217,000B86815FC9,10.151.174.65,slo-rw171f-f303-l,5,F303-L,Foxen,Poly Canyon Village,W,,
A016756,BN0016225,000B86815FF1,10.151.174.66,slo-rw171f-f303-am,AM,F303-A,Foxen,Poly Canyon Village,W,,
A016757,BN0016160,000B86815EAC,10.151.174.67,slo-rw171f-f303-c,2.4,F303-C,Foxen,Poly Canyon Village,W,,
